date,value
2018-06-12,9.9087
2018-06-19,3.4025
2018-06-26,0.6299
2018-07-03,0.6007
2018-07-10,0.4488
2018-07-17,-2.8838
2018-07-24,-3.6147
2018-07-31,-6.2130
2018-08-07,-9.2437
2018-08-14,-10.4267
2018-08-21,-10.1730
2018-08-28,-9.6476
2018-09-04,-11.0034
2018-09-11,-10.0107
2018-09-18,-10.3734
2018-09-25,-11.3955
2018-10-02,-10.5944
2018-10-09,-14.6042
2018-10-16,-5.0511
2018-10-23,-3.5443
2018-10-30,-6.3289
2018-11-06,-5.0234
2018-11-13,-9.0096
2018-11-20,-5.5459
2018-11-27,-8.2268
2018-12-04,-0.2556
2018-12-11,1.6627
2018-12-18,3.7820
2018-12-24,7.9500
2018-12-31,10.3127
2019-01-08,7.0692
2019-01-15,5.7750
2019-01-22,4.4416
2019-01-29,7.6271
2019-02-05,8.9624
2019-02-12,8.7650
2019-02-19,13.1562
2019-02-26,14.0382
2019-03-05,6.8439
2019-03-12,5.4019
2019-03-19,7.4517
2019-03-26,10.7176
2019-04-02,5.9452
2019-04-09,8.2242
2019-04-16,-0.5889
2019-04-23,-3.3169
2019-04-30,1.6372
2019-05-07,2.9640
2019-05-14,8.9001
2019-05-21,3.3660
2019-05-28,4.9477
2019-06-04,16.3753
2019-06-11,20.4920
2019-06-18,22.0850
2019-06-25,22.6288
2019-07-02,23.3823
2019-07-09,21.4971
2019-07-16,21.1696
2019-07-23,19.9897
2019-07-30,23.9766
2019-08-06,25.6269
2019-08-13,23.4899
2019-08-20,23.9608
2019-08-27,23.6855
2019-09-03,23.8837
2019-09-10,22.0135
2019-09-17,22.2475
2019-09-24,23.4069
2019-10-01,22.3972
2019-10-08,23.1555
2019-10-15,20.7657
2019-10-22,21.2185
2019-10-29,22.5312
2019-11-05,21.5200
2019-11-12,18.4148
2019-11-19,20.4180
2019-11-26,22.2035
2019-12-03,23.0649
2019-12-10,20.4740
2019-12-17,21.8438
2019-12-24,22.6533
2019-12-31,23.9284
2020-01-07,22.7466
2020-01-14,22.4119
2020-01-21,21.7857
2020-01-28,24.1008
2020-02-04,21.0879
2020-02-11,22.6352
2020-02-18,24.9117
2020-02-25,23.3099
2020-03-03,21.9066
2020-03-10,20.8958
2020-03-17,15.2850
2020-03-24,15.9194
2020-03-31,17.9379
2020-04-07,17.9289
2020-04-14,17.3780
2020-04-21,16.8298
2020-04-28,17.9797
2020-05-05,17.0230
2020-05-12,15.8888
2020-05-19,15.9515
2020-05-26,16.4890
2020-06-02,15.6159
2020-06-09,14.5341
2020-06-16,15.7083
2020-06-23,17.4845
2020-06-30,18.1785
2020-07-07,18.0012
2020-07-14,17.4403
2020-07-21,17.1089
2020-07-28,15.4841
2020-08-04,15.2717
2020-08-11,13.7597
2020-08-18,13.8013
2020-08-25,12.8407
2020-09-01,14.6441
2020-09-08,15.1752
2020-09-15,15.6960
2020-09-22,12.7525
2020-09-29,14.1411
2020-10-06,14.4205
2020-10-13,13.2289
2020-10-20,14.4467
2020-10-27,14.8400
2020-11-03,13.8243
2020-11-10,12.7074
2020-11-17,13.9919
2020-11-24,13.9237
2020-12-01,14.4224
2020-12-08,16.2893
2020-12-15,16.5187
2020-12-21,17.1578
2020-12-29,18.3139
2021-01-05,18.7758
2021-01-12,13.9509
2021-01-19,14.2729
2021-01-26,16.5110
2021-02-02,15.2236
2021-02-09,15.3492
2021-02-16,12.1739
2021-02-23,13.1863
2021-03-02,8.9628
2021-03-09,6.1971
2021-03-16,8.0862
2021-03-23,8.1785
2021-03-30,7.9079
2021-04-06,12.2128
2021-04-13,10.2788
2021-04-20,10.5457
2021-04-27,9.9384
2021-05-04,10.3505
2021-05-11,13.5661
2021-05-18,14.2213
2021-05-25,18.1301
2021-06-01,19.0003
2021-06-08,18.7103
2021-06-15,17.2968
2021-06-22,11.9945
2021-06-29,11.9269
2021-07-06,14.8675
2021-07-13,15.6045
2021-07-20,16.4986
2021-07-27,16.6266
2021-08-03,16.9666
2021-08-10,8.1208
2021-08-17,12.1747
2021-08-24,14.3684
2021-08-31,15.4510
2021-09-07,13.1228
2021-09-14,13.7801
2021-09-21,9.8787
2021-09-28,6.9235
2021-10-05,11.1127
2021-10-12,11.3657
2021-10-19,11.2302
2021-10-26,15.0286
2021-11-02,14.6850
2021-11-09,18.8705
2021-11-16,19.5957
2021-11-23,16.6898
2021-11-30,15.3183
2021-12-07,14.2620
2021-12-14,11.5478
2021-12-21,12.9935
2021-12-28,15.1954
2022-01-04,14.6010
2022-01-11,12.5618
2022-01-18,12.1429
2022-01-25,16.2711
2022-02-01,9.8146
2022-02-08,13.1184
2022-02-15,17.5228
2022-02-22,19.9031
2022-03-01,20.6012
2022-03-08,19.0740
2022-03-15,17.3592
2022-03-22,16.2803
2022-03-29,17.0611
2022-04-05,16.4517
2022-04-12,18.1865
2022-04-19,16.0923
2022-04-26,13.6452
2022-05-03,11.3330
2022-05-10,9.9595
2022-05-17,7.5024
2022-05-24,10.7970
2022-05-31,9.7753
2022-06-07,11.2104
2022-06-14,7.7053
2022-06-21,9.6620
2022-06-28,7.4936
2022-07-05,4.1777
2022-07-12,0.3959
2022-07-19,-1.4349
2022-07-26,-1.6821
2022-08-02,4.5458
2022-08-09,8.6217
2022-08-16,7.7240
2022-08-23,5.0633
2022-08-30,3.5649
2022-09-06,0.2046
2022-09-13,-1.7074
2022-09-20,-5.3276
2022-09-27,-7.0614
2022-10-04,0.8396
2022-10-11,0.2246
2022-10-18,-3.5431
2022-10-25,-5.4590
2022-11-01,-6.4873
2022-11-08,-1.2736
2022-11-15,5.9530
2022-11-22,5.5916
2022-11-29,5.0059
2022-12-06,6.6436
2022-12-13,9.3237
2022-12-20,9.6331
2022-12-27,11.6163
2023-01-03,11.9969
2023-01-10,12.4356
2023-01-17,13.2296
2023-01-24,14.5379
2023-01-31,16.8504
2023-02-07,12.7035
2023-02-14,9.4708
2023-02-21,8.7481
